Name	Playlist Genre	Year	Popularity
You Make My Dreams	R&B	1980	77.0
I'm Coming Out	R&B	1980	66.0
Upside Down	R&B	1980	65.0
Take Your Time (Do It Right)	R&B	1980	58.0
Never Alone	R&B	1980	0.0
Let's Dance - 2002 Remaster	R&B	1983	65.0
Summer Suspicion	R&B	1983	40.0
Midnight Pretenders	R&B	1983	39.0
I'm in Love	R&B	1983	38.0
Midnight Down Town	R&B	1983	37.0
ひと夏のタペストリー	R&B	1983	30.0
Body to Body	R&B	1983	23.0
How Will I Know	R&B	1985	69.0
Rhythm Of The Night	R&B	1985	64.0
Saving All My Love for You	R&B	1985	63.0
You Are My Lady	R&B	1985	53.0
Tender Love	R&B	1985	52.0
Oh Sheila	R&B	1985	51.0
You Give Good Love	R&B	1985	50.0
Dear Breeze	R&B	1985	45.0
Jezebel	R&B	1985	39.0
Futari No Natsu Monogatari Never Ending Summer	R&B	1985	35.0
Back To Life	R&B	1989	59.0
All I Do Is Think of You	R&B	1989	55.0
Ready Or Not	R&B	1989	53.0
Escapade	R&B	1989	52.0
Rhythm Nation	R&B	1989	50.0
Something in My Heart	R&B	1989	50.0
Don't Wanna Fall in Love	R&B	1989	49.0
Whip Appeal - 12-inch Version	R&B	1989	47.0
On Our Own	R&B	1989	46.0
Miss You Much	R&B	1989	45.5
December, 1963 (Oh What a Night!)	R&B	1975	70.0
Give Up The Funk (Tear The Roof Off The Sucker)	R&B	1975	61.0
Shining Star	R&B	1975	61.0
Fooled Around And Fell In Love	R&B	1975	60.0
Low Rider	R&B	1975	59.0
I Got The... - 2006 Remaster	R&B	1975	53.0
At Seventeen	R&B	1975	5.0
Love Rollercoaster	R&B	1975	4.0
Build Me Up Buttercup	R&B	1968	72.0
Back Door Santa	R&B	1968	48.0
Ain't No Sunshine	R&B	1971	76.0
Hard Times	R&B	1971	50.0
Without You - Remastered	R&B	1971	13.0
Tumbling Dice	R&B	1972	60.0
Clean up Woman	R&B	1972	58.0
Pusherman	R&B	1972	55.0
Superfly	R&B	1972	54.0
Metal Guru	R&B	1972	36.0
(Your Love Keeps Lifting Me) Higher & Higher	R&B	1967	67.0
Can't Take My Eyes off You	R&B	1967	65.0
Someday At Christmas	R&B	1967	59.0
I Never Loved a Man (The Way I Love You)	R&B	1967	54.0
Don't Make the Good Girls Go Bad	R&B	1967	24.0
When a Man Loves a Woman	R&B	1966	66.0
Land of 1000 Dances	R&B	1966	61.0
You Can't Hurry Love	R&B	1966	13.0
Like a Rolling Stone	R&B	1965	71.0
Que Bueno Baila Usted	R&B	1965	40.0
People Get Ready	R&B	1965	11.0
Winter Wonderland	R&B	1964	45.0
Christmas (Baby Please Come Home)	R&B	1963	73.0
Green Onions	R&B	1962	64.0
Mess Around	R&B	1957	59.0
Paloma Negra	R&B	1961	47.0
At Last - Single Version	R&B	1960	20.0
(What A) Wonderful World - Remastered	R&B	1960	13.0
Jingle Bells	R&B	1960	11.0
Blinding Lights	Edm	2019	98.0
Memories	Edm	2019	98.0
The Box	Edm	2019	98.0
Tusa	Edm	2019	98.0
Don't Start Now	Edm	2019	97.0
everything i wanted	Edm	2019	97.0
RITMO (Bad Boys For Life)	Edm	2019	96.0
bad guy	Edm	2019	95.0
HIGHEST IN THE ROOM	Edm	2019	94.0
My Oh My (feat. DaBaby)	Edm	2019	94.0
Lucid Dreams	Edm	2018	92.0
Calma - Remix	Edm	2018	86.0
God's Plan	Edm	2018	86.0
One Kiss (with Dua Lipa)	Edm	2018	85.0
In My Mind	Edm	2018	84.0
The Middle	Edm	2018	84.0
2002	Edm	2018	83.0
Baila Conmigo (feat. Kelly Ruiz)	Edm	2018	83.0
Happy Now	Edm	2018	80.5
Solo (feat. Demi Lovato)	Edm	2018	80.0
Shape of You	Edm	2017	86.0
I Like Me Better	Edm	2017	83.0
Treat You Better	Edm	2017	83.0
There's Nothing Holdin' Me Back	Edm	2017	82.0
Wolves	Edm	2017	82.0
Scared to Be Lonely	Edm	2017	81.0
Symphony (feat. Zara Larsson)	Edm	2017	78.0
Friends (with BloodPop®)	Edm	2017	76.0
Most Girls	Edm	2017	76.0
Shout Out to My Ex	Edm	2017	76.0
Closer (feat. Halsey)	Edm	2016	85.0
Say You Won't Let Go	Edm	2016	85.0
That's What I Like	Edm	2016	82.0
Don't Let Me Down	Edm	2016	81.0
Heathens	Edm	2016	81.0
Let Me Love You	Edm	2016	81.0
i hate u, i love u (feat. olivia o'brien)	Edm	2016	81.0
In the Name of Love	Edm	2016	80.0
7 Years	Edm	2016	79.0
Into You	Edm	2016	79.0
Dancin (feat. Luvli) - Krono Remix	Edm	2014	84.0
Photograph	Edm	2014	84.0
Thinking out Loud	Edm	2014	83.0
Chandelier	Edm	2014	79.0
Little Do You Know	Edm	2014	79.0
Blank Space	Edm	2014	78.0
Rude	Edm	2014	78.0
Budapest	Edm	2014	76.0
Take Me to Church	Edm	2014	76.0
Blame	Edm	2014	75.0
Can't Hold Us - feat. Ray Dalton	Edm	2012	83.0
When I Was Your Man	Edm	2012	82.0
Radioactive	Edm	2012	78.0
Don't You Worry Child - Radio Edit	Edm	2012	77.0
Call Me Maybe	Edm	2012	76.0
Timber (feat. Ke$ha)	Edm	2012	76.0
Whistle	Edm	2012	76.0
Wild Ones (feat. Sia)	Edm	2012	76.0
Girl On Fire	Edm	2012	75.0
Payphone	Edm	2012	75.0
Love Yourself	Edm	2015	83.0
Stressed Out	Edm	2015	83.0
Ride	Edm	2015	81.0
Sorry	Edm	2015	81.0
What Do You Mean?	Edm	2015	78.0
Secret Love Song (feat. Jason Derulo)	Edm	2015	77.0
Cheerleader - Felix Jaehn Remix Radio Edit	Edm	2015	76.0
Maps	Edm	2015	76.0
My House	Edm	2015	76.0
Please Don't Go	Edm	2015	76.0
All of Me	Edm	2013	85.0
Counting Stars	Edm	2013	80.0
Dark Horse	Edm	2013	77.0
Mirrors	Edm	2013	77.0
Roar	Edm	2013	77.0
Safe And Sound	Edm	2013	77.0
Wrecking Ball	Edm	2013	76.0
Black Skinhead	Edm	2013	75.0
Turn Down for What	Edm	2013	72.0
Unconditionally	Edm	2013	72.0
Give Me Everything	Edm	2011	79.0
Somebody That I Used To Know	Edm	2011	77.0
Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio	Edm	2011	73.0
Stronger (What Doesn't Kill You)	Edm	2011	73.0
We Found Love	Edm	2011	73.0
I Follow Rivers - The Magician Remix	Edm	2011	72.0
Save The World	Edm	2011	67.0
Skyscraper	Edm	2011	66.0
Titanium (feat. Sia)	Edm	2011	66.0
Ima Boss (feat. Rick Ross)	Edm	2011	65.0
Love The Way You Lie	Edm	2010	82.0
Dynamite	Edm	2010	77.0
Raise Your Glass	Edm	2010	76.0
Grenade	Edm	2010	75.0
Need You Now	Edm	2010	73.0
OMG (feat. will.i.am)	Edm	2010	72.0
S&M	Edm	2010	72.0
Break Your Heart	Edm	2010	71.0
Airplanes (feat. Hayley Williams)	Edm	2010	68.0
Fuck You	Edm	2010	64.0
Don't Stop The Music	Edm	2008	76.0
Pjanoo - Radio Edit	Edm	2008	65.0
Jolie Coquine	Edm	2008	51.0
Man With The Red Face - Radio Edit	Edm	2008	51.0
Umbrella	Edm	2008	47.0
Don't Give Up	Edm	2008	44.0
Poker Face	Edm	2008	42.0
No Superstar - Radio Mix	Edm	2008	41.0
I Kissed A Girl	Edm	2008	37.0
"Hit the Floor ""Power"" (feat. Dollar Man)"	Edm	2008	31.0
Yummy	Edm	2020	95.0
Life Is Good (feat. Drake)	Edm	2020	93.0
Rare	Edm	2020	88.0
Good News	Edm	2020	87.0
You should be sad	Edm	2020	86.0
Lose You To Love Me	Edm	2020	85.0
Eleven	Edm	2020	83.0
Dance Again	Edm	2020	79.0
Me Gusta	Edm	2020	79.0
In Your Eyes (feat. Alida)	Edm	2020	74.0
No One	Edm	2007	79.0
Bleeding Love	Edm	2007	77.0
Better in Time	Edm	2007	70.0
"I Stand Alone - From ""The Scorpion King"" Soundtrack"	Edm	2007	52.0
Everytime We Touch (with Steve Angello & Sebastian Ingrosso)	Edm	2007	47.0
Scratch Marchin'	Edm	2007	39.0
Tomorrow Can Wait	Edm	2007	26.0
Morseton 2.0 (Elektro Pop Cut)	Edm	2007	21.0
Wild Obsession (Klaas Remix)	Edm	2007	18.0
Love Is Gone - Original Extended	Edm	2007	12.0
Can't Get Enough! - Vocal Club Mix	Edm	1998	52.0
Mama Said Knock You Out	Edm	1996	42.0
Sandstorm - Radio Edit	Edm	1999	57.0
Get A Move On!	Edm	1999	47.5
When Love Takes Over (feat. Kelly Rowland)	Edm	2009	64.0
Upside Down	Edm	2009	58.0
Hit That Jive	Edm	2009	55.0
Bad Romance	Edm	2009	52.0
Cinnamon Girl - Radio Edit	Edm	2009	47.0
You And I - Deadmau5 Remix	Edm	2009	47.0
Listen	Edm	2009	44.0
Boom Boom Guetta - David Guetta's Electro Hop Remix	Edm	2009	41.0
Snake Charmer	Edm	2009	41.0
Downpipe - Original Club Mix	Edm	2009	35.0
Janice	Edm	1993	31.0
Rhythm & Drums - The Hitmen Rework Edit	Edm	1995	33.0
Bailar la Soca	Edm	1991	15.0
Bye Bye Bye	Edm	2000	71.0
(Rock) Superstar	Edm	2000	60.0
Don’t You Want My Love	Edm	2000	48.0
Flute	Edm	2000	46.0
Hold Tight	Edm	1994	33.0
One More Time	Edm	2001	74.0
Superstylin'	Edm	2001	61.0
Flawless - Radio Edit	Edm	2001	0.0
So Sick	Edm	2006	77.0
Lola's Theme	Edm	2006	54.0
The Cure & The Cause - Dennis Ferrer Remix	Edm	2006	49.0
Kylie	Edm	2006	40.0
Walking Away - Toscadisco Remix	Edm	2006	39.0
Changes - Dirty South Remix	Edm	2006	33.0
Children Of The Last Generation	Edm	2006	12.0
Muscle Car - Sander Kleinenberg's Pace Car Mix - Radio Edit	Edm	2006	7.0
Get Twisted (Original Mix)	Edm	2006	5.0
"Gonna Fly Now (Theme From ""Rocky"") - 2006 - Remaster"	Edm	2006	4.0
'Till I Collapse	Edm	2002	83.0
Doo uap, doo uap, doo uap - Radio edit	Edm	2002	48.0
Dark Beat - Original Murk Mix Radio Edit	Edm	2002	34.0
Time 2 Wonder - Radio Edit	Edm	2002	25.0
Faint	Edm	2003	69.0
Aerodynamic - Daft Punk Remix	Edm	2003	52.0
Slammin' (Axwell Remix)	Edm	2003	31.0
Just For One Day (Heroes) (Extended Version)	Edm	2003	0.0
Madan - Exotic Disco Mix	Edm	2003	0.0
Can't Stop Playing (Makes Me High) [feat. Ane Brun] - Oliver Heldens & Gregor Salto Vocal Mix Edit	Edm	2005	57.0
Remember the Name (feat. Styles of Beyond)	Edm	2005	51.0
Watch The Sunrise - Radio Edit	Edm	2005	39.0
Don't Cha	Edm	2005	38.0
Feel The Vibe	Edm	2005	36.0
You Wanna (Klaas Remix)	Edm	2005	5.0
Fight For Your Right (Player & Remady Remix)	Edm	2005	1.0
Rock Down To (Electric Avenue) (Radio Version)	Edm	2005	0.0
I'm Only Shooting Love	Edm	1990	35.0
Let's Go (feat. Big D & Twista)	Edm	2004	65.0
Remember (Original Mix)	Edm	2004	52.0
Stay	Edm	2004	24.0
Keep the Fire Burning - Remastered Version	Edm	1982	56.0
Changes	Edm	1982	31.0
Dancer	Edm	1979	50.0
"I Feel Love - 12"" Version"	Edm	1979	5.0
Over And Over	Edm	1977	0.0
Never Too Much	Edm	1981	69.0
It Looks Like Love	Edm	1978	41.0
Dance Freak	Edm	1980	29.0
Get It Right	Edm	1983	2.0
