Name	Playlist Genre	Year	Popularity
DJ Got Us Fallin' In Love (feat. Pitbull)	Latin	2010	78.0
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song]	Latin	2010	77.0
Baby	Latin	2010	76.0
Airplanes (feat. Hayley Williams)	Latin	2010	75.0
Grenade	Latin	2010	75.0
Danza Kuduro	Latin	2010	73.75
Marry You	Latin	2010	72.0
I'm Yours	Latin	2008	82.0
Don't Stop The Music	Latin	2008	76.0
Chicken Fried	Latin	2008	75.0
Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007	Latin	2008	74.0
Llamado de Emergencia	Latin	2008	71.0
Poker Face	Latin	2008	69.0
Single Ladies (Put a Ring on It)	Latin	2008	69.0
No Me Doy Por Vencido	Latin	2008	68.0
Just Dance	Latin	2008	67.0
Suavemente	Latin	2008	67.0
Yummy	Latin	2020	95.0
Life Is Good (feat. Drake)	Latin	2020	93.0
Rare	Latin	2020	88.0
Good News	Latin	2020	87.0
You should be sad	Latin	2020	86.0
Eleven	Latin	2020	83.0
Morado	Latin	2020	82.0
Muévelo	Latin	2020	82.0
La Playa - Remix	Latin	2020	79.0
Me Gusta	Latin	2020	79.0
Yo Quisiera	Latin	2007	70.0
La rebelion	Latin	2007	68.0
Vuela, Vuela (Voyage, Voyage)	Latin	2007	67.0
Hoja En Blanco	Latin	2007	65.0
Mientes Tan Bien	Latin	2007	65.0
5 Letras	Latin	2007	64.0
Imagine	Latin	2007	63.0
Qué Vida la Mía	Latin	2007	63.0
No Te Veo - Digital Single	Latin	2007	61.0
Soy Igual Que Tú	Latin	2007	61.0
Ciega, Sordomuda	Latin	1998	68.0
Inevitable	Latin	1998	68.0
Vuelve	Latin	1998	68.0
Bongo Bong	Latin	1998	66.0
Tú	Latin	1998	66.0
Lost	Latin	1998	62.0
Mentirosa	Latin	1998	62.0
Tiburon	Latin	1998	58.0
Te Mentiría	Latin	1998	56.0
Nuestra Cancion	Latin	1998	49.0
Lloraras	Latin	1996	64.0
Reach (NBC Olympic Version)	Latin	1996	45.0
Coco Jamboo - Radio Version	Latin	1996	18.0
Real Love (Spanish)	Latin	1996	15.0
I Can't Live Without You	Latin	1996	10.0
About Last Night	Latin	1996	0.0
Bring Me Back	Latin	1996	0.0
Open Up Your Heart	Latin	1996	0.0
Rock 'N' Roll All Nite - Live	Latin	1996	0.0
Share This Moment	Latin	1996	0.0
Mambo No. 5 (a Little Bit of...)	Latin	1999	76.0
Say My Name	Latin	1999	76.0
The Next Episode	Latin	1999	73.0
You Got Me	Latin	1999	65.0
Amante Bandido	Latin	1999	55.0
La Rosa De Los Vientos	Latin	1999	54.0
Vivir Sin Aire - Unplugged	Latin	1999	53.0
Llegó la Cripta	Latin	1999	51.0
Siempre Peligroso - feat. Fermin IV Caballero of Control Machete	Latin	1999	50.0
Yo Quiero Fumar (I Wanna Get High) - Spanish Edit	Latin	1999	50.0
Bad Romance	Latin	2009	78.0
Fireflies	Latin	2009	78.0
Down	Latin	2009	76.0
Secrets	Latin	2009	76.0
Colgando en tus manos (con Marta Sánchez)	Latin	2009	74.0
Yo No Sé Mañana	Latin	2009	74.0
Party In The U.S.A.	Latin	2009	73.0
Replay	Latin	2009	73.0
Rude Boy	Latin	2009	72.0
El Malo	Latin	2009	71.0
Insane in the Brain	Latin	1993	70.0
Suave	Latin	1993	68.0
Mirala Miralo	Latin	1993	61.0
Con los Años Que Me Quedan	Latin	1993	60.0
Macarena	Latin	1993	58.0
Mi Tierra	Latin	1993	55.0
Hoy - Spanish Version	Latin	1993	51.0
Mi Buen Amor	Latin	1993	48.0
Ayer	Latin	1993	45.0
Tus Ojos	Latin	1993	40.0
Gangsta's Paradise	Latin	1995	80.0
Estoy Aquí	Latin	1995	64.0
Donde Estas Corazon	Latin	1995	62.0
Pa' Mayté	Latin	1995	60.0
La Tierra del Olvido	Latin	1995	58.0
Piel Morena	Latin	1995	58.0
Cotton Eye Joe	Latin	1995	57.0
Abriendo Puertas	Latin	1995	44.0
Azúcar Amargo	Latin	1995	43.0
Tres Deseos (Three Wishes)	Latin	1995	37.0
Hacer El Amor Con Otro	Latin	1991	66.0
Rica y Apretadita (feat. Anayka)	Latin	1991	60.0
Spring Love	Latin	1991	49.0
I Wanna Be the One	Latin	1991	46.0
Dreamin' of Love	Latin	1991	41.0
Party Your Body	Latin	1991	36.0
Latin Lingo	Latin	1991	35.0
Coming Out of the Dark	Latin	1991	33.0
Tres Equis	Latin	1991	31.0
Together Forever	Latin	1991	24.0
Tu Cariñito	Latin	2000	65.0
Un Montón De Estrellas	Latin	2000	61.0
Arrasando	Latin	2000	54.0
Como Me Duele Perderte	Latin	2000	53.0
Inevitable - En Vivo	Latin	2000	53.0
Let The Music Play	Latin	2000	53.0
Perfidia	Latin	2000	45.0
Give Me Tonight	Latin	2000	44.0
No Me Dejes de Querer	Latin	2000	36.0
Por un Beso	Latin	2000	31.0
Turn the Beat Around	Latin	1994	42.0
It's Too Late	Latin	1994	34.0
Hold Me, Thrill Me, Kiss Me	Latin	1994	33.0
Then Came You	Latin	1994	16.0
Chase	Latin	1994	0.0
Crimes Of love	Latin	1994	0.0
Girl You Hear me Crying	Latin	1994	0.0
If Ever	Latin	1994	0.0
Just Like The Wind (94 Flava)	Latin	1994	0.0
Some Kind Of Love	Latin	1994	0.0
Otro Día Más Sin Verte	Latin	1992	62.0
Vivir Sin Aire	Latin	1992	60.0
Provócame	Latin	1992	50.0
Good Riddance (Time of Your Life)	Latin	1997	75.0
Corazón partío	Latin	1997	74.0
En El Muelle De San Blas	Latin	1997	72.0
Tiene Espinas El Rosal	Latin	1997	69.0
Carrying Your Love With Me	Latin	1997	62.0
Comprendes, Mendes?	Latin	1997	60.0
Tiburon	Latin	1997	57.0
El Taqui Taqui - Original Mix	Latin	1997	54.0
Guallando	Latin	1997	53.0
Soy Chingon	Latin	1997	41.0
Tabaco Y Chanel	Latin	2001	68.0
Amores extraños - Versión 2001	Latin	2001	65.0
El Duelo (feat. Ely Guerra)	Latin	2001	65.0
En La Cama (feat. Daddy Yankee)	Latin	2001	65.0
Me haces bien	Latin	2001	65.0
Macarena - Bayside Boys Remix	Latin	2001	62.0
La soledad - Versión 2001	Latin	2001	60.0
Me Liberé	Latin	2001	59.0
Carito	Latin	2001	57.0
Return of the Tres	Latin	2001	51.0
Life is a Highway	Latin	2006	72.0
Mis Ojos Lloran Por Ti	Latin	2006	71.0
Bendita Tu Luz	Latin	2006	69.0
Caraluna	Latin	2006	69.0
Ojitos Chiquitos	Latin	2006	68.0
Bandoleros	Latin	2006	67.0
Qué Precio Tiene el Cielo - Salsa Version	Latin	2006	67.0
Tu Recuerdo (feat. La Mari De Chambao & Tommy Torres) - MTV Unplugged Version	Latin	2006	67.0
Sensacion Del Bloque	Latin	2006	66.0
El Telefono	Latin	2006	65.0
Obsesion	Latin	2002	73.0
Es Por Tí	Latin	2002	72.0
Mi primer millon	Latin	2002	69.0
Fotografía	Latin	2002	67.0
Así Es la Vida	Latin	2002	66.0
Azul	Latin	2002	65.0
En el 2000	Latin	2002	63.0
Get Busy	Latin	2002	61.0
Baby Boy (feat. Beyoncé )	Latin	2002	58.0
De la Noche a la Mañana	Latin	2002	54.0
Hey Ya!	Latin	2003	78.0
Crazy In Love (feat. Jay-Z)	Latin	2003	75.0
Pa' Que Retozen	Latin	2003	71.0
Andar Conmigo	Latin	2003	69.0
Collide - Acoustic Version	Latin	2003	69.0
Dale Don Dale	Latin	2003	67.0
Lento	Latin	2003	66.0
Hay Algo en Ti	Latin	2003	59.0
Dembow	Latin	2003	58.0
Métele Sazón	Latin	2003	58.0
Hips Don't Lie (feat. Wyclef Jean)	Latin	2005	80.0
Better Together	Latin	2005	75.0
Ella Y Yo - Featuring Don Omar	Latin	2005	74.0
Atrévete-Te-Te	Latin	2005	73.0
Banana Pancakes	Latin	2005	71.0
La Botella	Latin	2005	67.0
La Boda	Latin	2005	66.0
Mírala Bien	Latin	2005	64.0
Rompe	Latin	2005	64.0
Ella Se Fue	Latin	2005	60.0
Abrázame Muy Fuerte	Latin	1990	72.0
Rayando El Sol	Latin	1990	68.0
Qué Hay de Malo	Latin	1990	65.0
Oiga, Mire, Vea	Latin	1990	64.0
Conga	Latin	1990	60.0
Tiempo De Vals	Latin	1990	58.0
Cada Dia Que Pasa	Latin	1990	55.0
Completamente Enamorados	Latin	1990	54.0
La Raza	Latin	1990	51.0
Eternamente Bella	Latin	1990	48.0
Yeah! (feat. Lil Jon & Ludacris)	Latin	2004	79.0
Lo Que Pasó, Pasó	Latin	2004	73.0
Since U Been Gone	Latin	2004	72.0
Tu Amor Me Hace Bien - Salsa Version	Latin	2004	69.0
Tu Príncipe	Latin	2004	69.0
Yo Voy (feat. Daddy Yankee)	Latin	2004	66.0
Turn Me On	Latin	2004	65.0
Amiga mía	Latin	2004	64.0
Breakaway	Latin	2004	64.0
Al Natural (feat. Yandel)	Latin	2004	63.0
La Incondicional	Latin	1988	75.0
Culpable O No - Miénteme Como Siempre	Latin	1988	73.0
Tell It to My Heart	Latin	1988	65.0
The Promise	Latin	1988	63.0
Fría Como El Viento	Latin	1988	61.0
It Takes Two	Latin	1988	54.0
Catch Me (I'm Falling)	Latin	1988	46.0
Silent Morning	Latin	1988	43.0
Dreamin'	Latin	1988	42.0
Say It's Gonna Rain	Latin	1988	37.0
1-2-3 - Single Version	Latin	1984	37.0
Everlasting Love	Latin	1984	36.0
P.Y.T. (Pretty Young Thing)	Latin	1982	71.0
Amarillo By Morning	Latin	1982	66.0
Ojos Chinos	Latin	1982	55.0
Danger	Latin	1982	48.0
We Are Family	Latin	1979	71.0
Brujeria	Latin	1979	55.0
Apache - 45 Version	Latin	1981	42.0
Dancing Queen	Latin	1976	72.0
Ahora Te Puedes Marchar	Latin	1987	77.0
Point of No Return	Latin	1987	48.0
Can't Stay Away from You	Latin	1987	47.0
Diamond Girl	Latin	1987	45.0
Come Go with Me	Latin	1987	43.0
Exposed To Love	Latin	1987	30.0
Sweet Caroline	Latin	1987	20.0
Rhythm Is Gonna Get You	Latin	1987	1.0
One Way Love	Latin	1987	0.0
Two of Hearts	Latin	1986	54.0
Point of No Return	Latin	1986	38.0
For Tonight	Latin	1986	30.0
Reincarnation	Latin	1986	26.0
Livin' On A Prayer	Latin	1986	24.0
Boogie Down Bronx	Latin	1983	33.0
Remember What You Like	Latin	1983	19.0
I Wonder If I Take You Home	Latin	1985	51.0
Words Get in the Way	Latin	1985	45.0
Head to Toe	Latin	1985	44.0
Anything for You	Latin	1985	40.0
I See Your Smile	Latin	1985	34.0
Can You Feel the Beat	Latin	1985	0.0
Love Shack	Latin	1989	69.0
Mujeres	Latin	1989	68.0
Don't Wanna Lose You	Latin	1989	52.0
Get on Your Feet	Latin	1989	44.0
Here We Are	Latin	1989	43.0
Mentirosa	Latin	1989	42.0
Cuts Both Ways	Latin	1989	41.0
Wake Up	Latin	1989	41.0
Oye Mi Canto - Single Version	Latin	1989	38.0
(You're My One And Only) True Love	Latin	1989	30.0
My Girl	Latin	1965	26.0
Blinding Lights	R&B	2019	98.0
Memories	R&B	2019	98.0
The Box	R&B	2019	98.0
Tusa	R&B	2019	98.0
Don't Start Now	R&B	2019	97.0
everything i wanted	R&B	2019	97.0
RITMO (Bad Boys For Life)	R&B	2019	96.0
bad guy	R&B	2019	95.0
HIGHEST IN THE ROOM	R&B	2019	94.0
My Oh My (feat. DaBaby)	R&B	2019	94.0
Falling	R&B	2018	97.0
Happier	R&B	2018	89.0
lovely (with Khalid)	R&B	2018	89.0
Shallow	R&B	2018	88.0
Without Me	R&B	2018	88.0
rockstar (feat. 21 Savage)	R&B	2018	88.0
Better Now	R&B	2018	87.0
SAD!	R&B	2018	87.0
SICKO MODE	R&B	2018	87.0
Sweet but Psycho	R&B	2018	87.0
Jocelyn Flores	R&B	2017	86.0
idontwannabeyouanymore	R&B	2017	85.0
ocean eyes	R&B	2017	85.0
HUMBLE.	R&B	2017	84.0
I Like Me Better	R&B	2017	83.0
New Rules	R&B	2017	83.0
Young Dumb & Broke	R&B	2017	83.0
Chanel	R&B	2017	82.0
IDGAF	R&B	2017	82.0
Location	R&B	2017	82.0
Closer (feat. Halsey)	R&B	2016	85.0
Say You Won't Let Go	R&B	2016	85.0
Congratulations	R&B	2016	84.0
Starboy	R&B	2016	84.0
Good as Hell	R&B	2016	83.0
That's What I Like	R&B	2016	82.0
Can I Be Him	R&B	2016	78.0
Nights	R&B	2016	78.0
Cheap Thrills	R&B	2016	77.0
Formation	R&B	2016	77.0
Jealous	R&B	2014	79.0
Say Something	R&B	2014	78.0
Wet Dreamz	R&B	2014	78.0
Not About Angels	R&B	2014	75.0
I Mean It (feat. Remo)	R&B	2014	74.0
7/11	R&B	2014	71.0
Partition	R&B	2014	71.0
Post to Be (feat. Chris Brown & Jhene Aiko)	R&B	2014	70.0
Apparently	R&B	2014	69.0
Shake It Off	R&B	2014	68.0
Feels Like We Only Go Backwards	R&B	2012	75.0
Thinkin Bout You	R&B	2012	75.0
You Said You'd Grow Old With Me	R&B	2012	71.0
The Morning	R&B	2012	70.0
Beneath Your Beautiful	R&B	2012	69.0
Read All About It, Pt. III	R&B	2012	68.0
Lost	R&B	2012	67.33333333333333
m.A.A.d city	R&B	2012	67.0
Money Trees	R&B	2012	66.0
Forrest Gump	R&B	2012	65.0
Love Yourself	R&B	2015	83.0
Don't	R&B	2015	80.0
Exchange	R&B	2015	79.0
Wait a Minute!	R&B	2015	78.0
Sunset Lover	R&B	2015	77.0
Tennessee Whiskey	R&B	2015	77.0
Weekend (feat. Miguel)	R&B	2015	77.0
Lay Me Down	R&B	2015	76.0
Lost Boy	R&B	2015	76.0
Often	R&B	2015	76.0
All of Me	R&B	2013	85.0
Royals	R&B	2013	78.0
Blurred Lines	R&B	2013	76.0
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix	R&B	2013	73.0
So Good At Being in Trouble	R&B	2013	68.0
Chum	R&B	2013	67.0
It Won't Stop (feat. Chris Brown)	R&B	2013	66.0
You're Not Good Enough	R&B	2013	63.0
Hannah Hunt	R&B	2013	62.0
The Mother We Share	R&B	2013	61.0
Marvins Room	R&B	2011	74.0
Midnight City	R&B	2011	71.0
Novacane	R&B	2011	71.0
Take Care	R&B	2011	71.0
Holocene	R&B	2011	70.0
Turning Tables	R&B	2011	66.0
Swim Good	R&B	2011	65.0
She (Featuring Frank Ocean)	R&B	2011	64.0
I Follow Rivers	R&B	2011	62.0
Wildfire	R&B	2011	62.0
Just the Way You Are	R&B	2010	80.0
All Of The Lights	R&B	2010	75.0
My Chick Bad	R&B	2010	65.0
Sprawl II (Mountains Beyond Mountains)	R&B	2010	63.0
All I Want Is You (feat. J. Cole)	R&B	2010	62.0
Dancing On My Own	R&B	2010	61.0
Man Down	R&B	2010	59.0
Mi Mujer	R&B	2010	59.0
Round And Round	R&B	2010	57.0
Helicopter	R&B	2010	56.0
Halo	R&B	2008	77.0
Live Your Life (feat. Rihanna)	R&B	2008	74.0
A Milli	R&B	2008	73.0
Broken Strings	R&B	2008	70.0
If I Were a Boy	R&B	2008	68.0
It Was A Good Day	R&B	2008	60.0
I Wanna Know	R&B	2008	58.0
sobeautiful	R&B	2008	58.0
Green Light (feat. André 3000)	R&B	2008	57.0
Melt My Heart to Stone	R&B	2008	57.0
Yummy	R&B	2020	95.0
Life Is Good (feat. Drake)	R&B	2020	93.0
Good News	R&B	2020	87.0
You should be sad	R&B	2020	86.0
Lose You To Love Me	R&B	2020	85.0
Eleven	R&B	2020	83.0
Morado	R&B	2020	82.0
Muévelo	R&B	2020	82.0
Rare	R&B	2020	80.5
Vulnerable	R&B	2020	80.0
Bubbly	R&B	2007	71.0
How Do I Breathe	R&B	2007	69.0
Bed	R&B	2007	67.0
Valerie - Live At BBC Radio 1 Live Lounge, London / 2007	R&B	2007	65.0
Can't Help but Wait	R&B	2007	62.0
Same Girl (with Usher)	R&B	2007	60.0
Lesson Learned (feat. John Mayer)	R&B	2007	57.0
Never Would Have Made It	R&B	2007	55.0
Bartender (feat. Akon)	R&B	2007	54.0
Circle	R&B	2007	51.0
My Love Is Your Love	R&B	1998	67.0
The Boy Is Mine	R&B	1998	66.0
So Into You	R&B	1998	64.0
Love Like This	R&B	1998	63.0
Have You Ever	R&B	1998	60.0
SpottieOttieDopaliscious	R&B	1998	60.0
Sweet Lady	R&B	1998	59.0
It's All About Me	R&B	1998	58.0
Beauty	R&B	1998	57.0
Anywhere	R&B	1998	53.0
No Diggity	R&B	1996	76.0
Killing Me Softly With His Song	R&B	1996	74.0
Return of the Mack	R&B	1996	72.0
How Do You Want It	R&B	1996	66.0
Ascension (Don't Ever Wonder)	R&B	1996	65.0
Twisted	R&B	1996	63.0
2 Of Amerikaz Most Wanted	R&B	1996	62.0
Nobody (feat. Athena Cage)	R&B	1996	62.0
Can't You See (feat. The Notorious B.I.G.)	R&B	1996	61.0
Every Time I Close My Eyes (with Mariah Carey, Kenny G & Sheila E.)	R&B	1996	61.0
No Scrubs	R&B	1999	79.0
Say My Name	R&B	1999	73.0
Pony	R&B	1999	72.0
Back At One	R&B	1999	71.0
Forgot About Dre	R&B	1999	71.0
I Try	R&B	1999	71.0
Jumpin', Jumpin'	R&B	1999	70.0
Maria Maria (feat. The Product G&B) - Radio Mix	R&B	1999	66.0
"U Know What's Up (feat. Lisa ""Left Eye"" Lopes)"	R&B	1999	60.0
I Don't Wanna	R&B	1999	59.0
Obsessed	R&B	2009	67.0
Knock You Down	R&B	2009	65.0
Whole Wide World	R&B	2009	63.0
Chasing Pirates	R&B	2009	59.0
Pretty Wings - uncut	R&B	2009	58.0
I Saw Mommy Kissing Santa Claus	R&B	2009	57.0
Never Forget You	R&B	2009	56.0
After the Storm	R&B	2009	54.0
Just Ain't Gonna Work Out	R&B	2009	51.0
Honey Dove	R&B	2009	50.0
C.R.E.A.M.	R&B	1993	72.0
Gin And Juice (feat. Dat Nigga Daz)	R&B	1993	72.0
Who Am I (What's My Name)?	R&B	1993	70.0
Protect Ya Neck	R&B	1993	66.0
Proud Mary	R&B	1993	66.0
Wu-Tang Clan Aint Nuthing ta F' Wit	R&B	1993	66.0
That's The Way Love Goes	R&B	1993	65.0
If You Love Me	R&B	1993	62.0
Method Man	R&B	1993	60.0
Knockin' da Boots	R&B	1993	59.0
Always Be My Baby	R&B	1995	73.0
Fantasy	R&B	1995	71.0
One Sweet Day	R&B	1995	68.0
Tell Me	R&B	1995	63.0
Never Knew Love Like This Before	R&B	1995	62.0
Candy Rain	R&B	1995	59.0
Bucktown	R&B	1995	58.0
You Used to Love Me	R&B	1995	58.0
Soon as I Get Home	R&B	1995	57.0
Freak Like Me	R&B	1995	56.0
Remember the Time	R&B	1991	69.0
Black or White	R&B	1991	66.0
Emotions	R&B	1991	63.0
I Love Your Smile	R&B	1991	59.0
I Wanna Sex You Up - Single Mix	R&B	1991	58.0
Breakin' My Heart (Pretty Brown Eyes)	R&B	1991	57.0
Good Vibrations	R&B	1991	57.0
Motownphilly	R&B	1991	57.0
Dangerous	R&B	1991	56.0
Try Me	R&B	1991	56.0
Ms. Jackson	R&B	2000	77.0
He Wasn't Man Enough	R&B	2000	65.0
I Wanna Know	R&B	2000	64.0
Didn't Cha Know	R&B	2000	62.0
Shackles (Praise You)	R&B	2000	60.0
A Long Walk	R&B	2000	54.0
Love	R&B	2000	54.0
Case Of The Ex (Whatcha Gonna Do)	R&B	2000	53.0
Girls Dem Sugar	R&B	2000	53.0
Send It On	R&B	2000	53.0
All I Want for Christmas Is You	R&B	1994	90.0
Waterfalls	R&B	1994	71.0
Creep	R&B	1994	66.0
I Swear	R&B	1994	66.0
Smooth Operator - Single Version	R&B	1994	66.0
I'll Make Love To You	R&B	1994	63.0
I Wanna Be Down	R&B	1994	60.0
The World Is Yours	R&B	1994	60.0
Groove Me	R&B	1994	59.0
Before I Let You Go	R&B	1994	57.0
It Was A Good Day	R&B	1992	74.0
I Have Nothing	R&B	1992	73.0
Jump	R&B	1992	66.0
Weak	R&B	1992	66.0
I'm So Into You	R&B	1992	62.0
Don't Walk Away	R&B	1992	61.0
They Reminisce Over You (T.R.O.Y.)	R&B	1992	60.0
Right Here - Human Nature Radio Mix	R&B	1992	59.0
Freak Me	R&B	1992	58.0
What About Your Friends	R&B	1992	58.0
Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster	R&B	1997	72.0
All My Life	R&B	1997	70.0
Gettin' Jiggy Wit It	R&B	1997	70.0
Chan Chan	R&B	1997	67.0
Together Again	R&B	1997	67.0
You Make Me Wanna...	R&B	1997	67.0
Too Close	R&B	1997	64.0
Got 'Til It's Gone	R&B	1997	63.0
Nice & Slow	R&B	1997	63.0
Triumph (feat. Cappadonna)	R&B	1997	63.0
U Remind Me	R&B	2001	73.0
What's Luv? (feat. Ja-Rule & Ashanti)	R&B	2001	72.0
Let Me Blow Ya Mind	R&B	2001	71.0
Family Affair	R&B	2001	70.0
Get Ur Freak On	R&B	2001	70.0
U Got It Bad	R&B	2001	70.0
Where the Party At (feat. Nelly)	R&B	2001	67.0
Can We Talk	R&B	2001	66.0
Peaches and Cream	R&B	2001	66.0
7 Days	R&B	2001	62.5
Put Your Records On	R&B	2006	75.0
Gravity	R&B	2006	74.0
Waiting On the World to Change	R&B	2006	74.0
Rehab	R&B	2006	73.0
Me & U	R&B	2006	72.0
I Wanna Love You	R&B	2006	70.0
When I See U	R&B	2006	68.0
Shortie Like Mine	R&B	2006	67.0
Ice Box	R&B	2006	63.0
Like A Star	R&B	2006	63.0
Foolish	R&B	2002	71.0
Hot In Herre	R&B	2002	71.0
Work It	R&B	2002	70.0
Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix	R&B	2002	65.0
Oh Boy	R&B	2002	65.0
Don't Mess With My Man (feat. Brian Casey & Brandon Casey)	R&B	2002	64.0
Mesmerize	R&B	2002	62.5
Happy	R&B	2002	62.0
Just a Friend 2002 - Radio Edit	R&B	2002	62.0
Get Busy	R&B	2002	61.0
If I Ain't Got You	R&B	2003	78.0
P.I.M.P.	R&B	2003	74.0
In Da Club	R&B	2003	71.0
Ignition - Remix	R&B	2003	70.0
21 Questions	R&B	2003	69.0
Daughters	R&B	2003	68.0
Right Thurr	R&B	2003	67.0
So Gone	R&B	2003	67.0
The Blower's Daughter	R&B	2003	67.0
Me, Myself and I	R&B	2003	66.0
Feeling Good	R&B	2005	70.0
Love	R&B	2005	68.0
I'm Sprung	R&B	2005	67.0
"Slow Down - 12"" Version"	R&B	2005	67.0
Don't Cha	R&B	2005	66.0
Grind with Me	R&B	2005	66.0
I Need a Girl (Pt. One) (feat. Usher & Loon)	R&B	2005	64.0
Come and Talk to Me - Remix	R&B	2005	60.0
1 Thing	R&B	2005	59.0
Peaches & Cream (feat. P. Diddy)	R&B	2005	57.0
This Christmas	R&B	1990	75.0
U Can't Touch This	R&B	1990	71.0
Poison	R&B	1990	66.0
Step by Step	R&B	1990	61.0
Feels Good	R&B	1990	58.0
Hold On	R&B	1990	58.0
It Takes Two	R&B	1990	56.0
Let's Chill	R&B	1990	55.0
She's Playing Hard To Get	R&B	1990	55.0
I Like The Way	R&B	1990	54.0
My Boo	R&B	2004	77.0
One, Two Step	R&B	2004	74.0
Let Me Love You	R&B	2004	72.66666666666667
I'll Be Missing You (feat. 112)	R&B	2004	71.0
Hollaback Girl	R&B	2004	69.0
Confessions Part II - Confessions Special Edition Version	R&B	2004	67.0
Drop It Like It's Hot	R&B	2004	67.0
I Need a Girl, Pt. 2 (feat. Loon, Ginuwine & Mario Winans)	R&B	2004	67.0
Burn - Confession Special Edition Version	R&B	2004	66.0
Bump, Bump, Bump	R&B	2004	65.0
Can You Stand The Rain	R&B	1988	61.0
Straight Up	R&B	1988	59.0
If It Isn't Love	R&B	1988	57.0
Love Is Stronger Than Pride	R&B	1988	56.0
Superwoman	R&B	1988	54.0
You Got It (The Right Stuff)	R&B	1988	54.0
Cold Hearted	R&B	1988	53.0
Every Little Step	R&B	1988	53.0
Piece Of My Love	R&B	1988	52.0
Nite and Day	R&B	1988	51.0
When Doves Cry	R&B	1984	70.0
Let's Go Crazy	R&B	1984	61.0
Your Love Is King	R&B	1984	61.0
I Would Die 4 U	R&B	1984	60.0
Corona	R&B	1984	53.0
Take Me with U	R&B	1984	49.0
River's Island	R&B	1984	40.0
Riverside Hotel	R&B	1984	32.0
Little Piece of My Heart	R&B	1984	29.0
君のハートはマリンブルー	R&B	1984	26.0
1999	R&B	1982	68.0
On The Wings Of Love	R&B	1982	57.0
You Dropped A Bomb On Me	R&B	1982	56.0
Atomic Dog	R&B	1982	51.0
Delirious	R&B	1982	49.0
Jungle Boogie	R&B	1973	63.0
Hollywood Swinging	R&B	1973	54.0
What Is Hip?	R&B	1973	52.0
Keep Your Head to the Sky	R&B	1973	46.0
Higher Ground	R&B	1973	4.0
Don't Bring Me Down	R&B	1979	70.0
Just Got Paid - Single Version	R&B	1979	48.0
I Thought It Was You (with Herbie Hancock)	R&B	1979	37.0
Santa Claus Is Coming to Town	R&B	1979	25.0
Butterfly (with Herbie Hancock)	R&B	1979	20.0
Brick House	R&B	1977	64.0
Lust For Life	R&B	1977	37.0
Flash Light	R&B	1977	12.0
Tom Sawyer	R&B	1981	73.0
Give It To Me Baby	R&B	1981	64.0
SHADOW CITY	R&B	1981	32.0
Jolene	R&B	1974	74.0
Quimbara	R&B	1974	60.0
Ain't No Love In The Heart Of The City - Single Version	R&B	1974	58.0
Just Kissed My Baby	R&B	1974	56.0
Pick Up the Pieces	R&B	1974	53.0
I Can't Stand The Rain	R&B	1974	41.0
Standing on the Verge of Getting It On	R&B	1974	38.0
Nothing From Nothing	R&B	1974	2.0
Fire	R&B	1974	1.0
Tell Me Something Good	R&B	1974	0.0
Big Yellow Taxi	R&B	1970	69.0
Moondance - 2013 Remaster	R&B	1970	69.0
Rock & Roll - 2015 Remastered Full Length Version	R&B	1970	61.0
Didn't I (Blow Your Mind This Time)	R&B	1970	59.0
Express Yourself	R&B	1970	59.0
Thank You (Falettinme Be Mice Elf Agin) - single master	R&B	1970	54.0
Them Changes	R&B	1970	0.0
More Than a Feeling	R&B	1976	78.0
American Girl	R&B	1976	73.0
Play That Funky Music	R&B	1976	67.0
Sunny	R&B	1976	64.0
Misty Blue	R&B	1976	51.0
Car Wash	R&B	1976	50.0
Get The Funk Out Ma Face	R&B	1976	49.0
The Rubberband Man	R&B	1976	47.0
Muskrat Love	R&B	1976	0.0
I Wanna Dance with Somebody (Who Loves Me)	R&B	1987	80.0
Didn't We Almost Have It All	R&B	1987	63.0
Always	R&B	1987	59.0
Sign 'O' the Times	R&B	1987	54.0
Criticize	R&B	1987	53.0
Make It Last Forever (with Jacci McGhee)	R&B	1987	53.0
Rock Steady	R&B	1987	53.0
The Way You Make Me Feel - 2012 Remaster	R&B	1987	51.0
Right and a Wrong Way	R&B	1987	49.0
Two Occasions	R&B	1987	49.0
Blame It on the Boogie	R&B	1978	69.0
Grease - 2007 Remaster	R&B	1978	63.0
Y.M.C.A.	R&B	1978	61.0
Shake Your Body (Down to the Ground)	R&B	1978	50.0
Shake Your Groove Thing	R&B	1978	10.0
Son Of A Preacher Man	R&B	1969	71.0
California Soul	R&B	1969	62.0
It's Your Thing	R&B	1969	59.0
Cissy Strut	R&B	1969	57.0
Run Rudolph Run - Single Version	R&B	1986	79.0
Sweet Love	R&B	1986	61.0
On My Own	R&B	1986	51.0
As We Lay	R&B	1986	45.0
君は1000%	R&B	1986	45.0
What Have You Done For Me Lately	R&B	1986	44.0
Someone	R&B	1986	42.0
Come Share My Love	R&B	1986	40.0
I'm for Real	R&B	1986	39.0
Facts of Love	R&B	1986	33.0
