Artist	Playlist Genre	Year	Popularity
Grupo Cañaveral De Humberto Pabón	Latin	1997	69.0
George Strait	Latin	1997	62.0
Control Machete	Latin	1997	60.0
Proyecto Uno	Latin	1997	57.0
Ilegales	Latin	1997	54.0
Fulanito	Latin	1997	53.0
Trinere	Latin	1997	31.5
Bacilos	Latin	2001	68.0
Jorge Drexler	Latin	2001	65.0
La Ley	Latin	2001	65.0
Nicky Jam	Latin	2001	65.0
Laura Pausini	Latin	2001	62.5
Los Del Rio	Latin	2001	62.0
El Gran Combo De Puerto Rico	Latin	2001	59.0
Carlos Vives	Latin	2001	57.0
Dyablo	Latin	2001	48.0
Guaraná	Latin	2001	45.0
Rascal Flatts	Latin	2006	72.0
Big Boy	Latin	2006	71.0
Maná	Latin	2006	69.0
De La Ghetto	Latin	2006	66.0
Marc Anthony	Latin	2006	66.0
La Quinta Estacion	Latin	2006	62.0
Monchy & Alexandra	Latin	2006	62.0
Frank Reyes	Latin	2006	61.0
Jesse & Joy	Latin	2006	61.0
"Héctor ""El Father"""	Latin	2006	60.666666666666664
Aventura	Latin	2002	73.0
Juanes	Latin	2002	69.5
Bacilos	Latin	2002	69.0
Cristian Castro	Latin	2002	65.0
Natalia Lafourcade	Latin	2002	63.0
Elefante	Latin	2002	60.0
Sean Paul	Latin	2002	52.666666666666664
Lighter Shade Of Brown	Latin	2002	50.0
Hector & Tito	Latin	2002	49.0
Chayanne	Latin	2002	48.0
OutKast	Latin	2003	78.0
Beyoncé	Latin	2003	75.0
Howie Day	Latin	2003	69.0
Julieta Venegas	Latin	2003	67.5
Tego Calderon	Latin	2003	63.6
Wisin & Yandel	Latin	2003	58.0
Celia Cruz	Latin	2003	57.0
Daddy Yankee	Latin	2003	57.0
50 Cent	Latin	2003	56.0
Luny Tunes	Latin	2003	55.4
Shakira	Latin	2005	80.0
Calle 13	Latin	2005	73.0
Jack Johnson	Latin	2005	73.0
Aventura	Latin	2005	71.33333333333333
Mach & Daddy	Latin	2005	67.0
Carlos Baute	Latin	2005	60.0
Kinto Sol	Latin	2005	60.0
Akwid	Latin	2005	58.0
Eddie Dee	Latin	2005	55.666666666666664
Daniel Powter	Latin	2005	55.0
Juan Gabriel	Latin	1990	72.0
Maná	Latin	1990	68.0
Jerry Rivera	Latin	1990	65.0
Guayacán Orquesta	Latin	1990	59.5
Chayanne	Latin	1990	56.0
Alejandra Guzman	Latin	1990	48.0
Marcia Griffiths	Latin	1990	42.0
Gloria Estefan	Latin	1990	41.4
Kid Frost	Latin	1990	35.5
Timmy T	Latin	1990	15.0
Kelly Clarkson	Latin	2004	68.0
Kevin Lyttle	Latin	2004	65.0
Marc Anthony	Latin	2004	64.5
Zion & Lennox	Latin	2004	62.666666666666664
Bebe	Latin	2004	59.0
Alejandro Sanz	Latin	2004	58.0
Nek	Latin	2004	58.0
DJ Nelson	Latin	2004	56.0
Wisin	Latin	2004	56.0
Baby Rasta & Gringo	Latin	2004	54.0
Luis Miguel	Latin	1988	69.66666666666667
Taylor Dayne	Latin	1988	65.0
When In Rome	Latin	1988	63.0
Rob Base & DJ EZ Rock	Latin	1988	54.0
Pretty Poison	Latin	1988	46.0
Noel	Latin	1988	43.0
Will To Power	Latin	1988	39.5
Sweet Sensation	Latin	1988	32.0
Camouflage	Latin	1988	27.0
Bardeux	Latin	1988	15.0
Gloria Estefan	Latin	1984	36.5
Michael Jackson	Latin	1982	71.0
George Strait	Latin	1982	66.0
El Gran Combo De Puerto Rico	Latin	1982	55.0
The Flirts	Latin	1982	48.0
Sister Sledge	Latin	1979	71.0
El Gran Combo De Puerto Rico	Latin	1979	55.0
The Sugarhill Gang	Latin	1981	42.0
ABBA	Latin	1976	72.0
Luis Miguel	Latin	1987	77.0
Nice & Wild	Latin	1987	45.0
Exposé	Latin	1987	40.333333333333336
Gloria Estefan	Latin	1987	24.0
Neil Diamond	Latin	1987	20.0
TKA	Latin	1987	0.0
Stacey Q	Latin	1986	54.0
Nu Shooz	Latin	1986	38.0
Nancy Martinez	Latin	1986	30.0
People Like Us	Latin	1986	26.0
Bon Jovi	Latin	1986	24.0
Man Parrish	Latin	1983	33.0
Jenny Burton	Latin	1983	19.0
Gloria Estefan	Latin	1985	39.666666666666664
Lisa Lisa & Cult Jam	Latin	1985	31.666666666666668
The B-52's	Latin	1989	69.0
Ricardo Arjona	Latin	1989	68.0
Gloria Estefan	Latin	1989	43.6
Mellow Man Ace	Latin	1989	42.0
STOP	Latin	1989	41.0
Seduction	Latin	1989	30.0
Dino	Latin	1989	28.0
The Temptations	Latin	1965	26.0
KAROL G	R&B	2019	98.0
Maroon 5	R&B	2019	98.0
The Black Eyed Peas	R&B	2019	96.0
The Weeknd	R&B	2019	95.5
Regard	R&B	2019	94.0
blackbear	R&B	2019	94.0
Anuel AA	R&B	2019	93.0
Don Toliver	R&B	2019	92.0
Juice WRLD	R&B	2019	92.0
Rauw Alejandro	R&B	2019	92.0
Trevor Daniel	R&B	2018	97.0
Halsey	R&B	2018	88.0
Lady Gaga	R&B	2018	88.0
Ava Max	R&B	2018	87.0
XXXTENTACION	R&B	2018	86.5
Dominic Fike	R&B	2018	86.0
Marshmello	R&B	2018	86.0
Kina	R&B	2018	85.5
Calvin Harris	R&B	2018	85.0
Meek Mill	R&B	2018	85.0
XXXTENTACION	R&B	2017	86.0
Lauv	R&B	2017	83.0
ZAYN	R&B	2017	81.0
21 Savage	R&B	2017	80.0
Harry Styles	R&B	2017	80.0
Kendrick Lamar	R&B	2017	80.0
Rex Orange County	R&B	2017	79.66666666666667
Ed Sheeran	R&B	2017	79.33333333333333
Zedd	R&B	2017	79.0
Hailee Steinfeld	R&B	2017	78.5
The Chainsmokers	R&B	2016	85.0
Post Malone	R&B	2016	84.0
Lizzo	R&B	2016	83.0
Bruno Mars	R&B	2016	82.0
EDEN	R&B	2016	76.0
James Arthur	R&B	2016	73.66666666666667
Kanye West	R&B	2016	73.5
The 1975	R&B	2016	73.0
Sleeping At Last	R&B	2016	72.0
The Weeknd	R&B	2016	72.0
Labrinth	R&B	2014	79.0
A Great Big World	R&B	2014	78.0
Birdy	R&B	2014	75.0
G-Eazy	R&B	2014	74.0
J. Cole	R&B	2014	71.5
Beyoncé	R&B	2014	71.0
Omarion	R&B	2014	70.0
Taylor Swift	R&B	2014	68.0
ODESZA	R&B	2014	67.0
Tinashe	R&B	2014	67.0
Tame Impala	R&B	2012	75.0
Michael Schulte	R&B	2012	71.0
Labrinth	R&B	2012	69.0
Emeli Sandé	R&B	2012	68.0
Frank Ocean	R&B	2012	65.18181818181819
The Civil Wars	R&B	2012	64.0
John Legend	R&B	2012	63.0
Mac DeMarco	R&B	2012	63.0
Rihanna	R&B	2012	62.0
The Weeknd	R&B	2012	60.1
WILLOW	R&B	2015	78.0
Bryson Tiller	R&B	2015	77.0
Justin Bieber	R&B	2015	77.0
Mac Miller	R&B	2015	77.0
Petit Biscuit	R&B	2015	77.0
Ruth B.	R&B	2015	76.0
Tame Impala	R&B	2015	75.0
Demi Lovato	R&B	2015	74.0
Fall Out Boy	R&B	2015	73.0
Mike Stud	R&B	2015	73.0
John Legend	R&B	2013	85.0
Lorde	R&B	2013	78.0
Robin Thicke	R&B	2013	76.0
Lana Del Rey	R&B	2013	73.0
Unknown Mortal Orchestra	R&B	2013	68.0
Earl Sweatshirt	R&B	2013	67.0
Sevyn Streeter	R&B	2013	66.0
Blood Orange	R&B	2013	63.0
Vampire Weekend	R&B	2013	62.0
CHVRCHES	R&B	2013	61.0
M83	R&B	2011	71.0
Bon Iver	R&B	2011	70.0
Frank Ocean	R&B	2011	68.0
Drake	R&B	2011	66.25
Tyler, The Creator	R&B	2011	64.0
Lykke Li	R&B	2011	62.0
Adele	R&B	2011	61.0
Hugo	R&B	2011	61.0
Amy Winehouse	R&B	2011	60.0
Kelly Rowland	R&B	2011	60.0
Bruno Mars	R&B	2010	80.0
Kanye West	R&B	2010	75.0
Ludacris	R&B	2010	65.0
Arcade Fire	R&B	2010	63.0
Robyn	R&B	2010	61.0
Nicolas Jaar	R&B	2010	59.0
Rihanna	R&B	2010	59.0
Ariel Pink	R&B	2010	57.0
Deerhunter	R&B	2010	56.0
Sleigh Bells	R&B	2010	56.0
T.I.	R&B	2008	74.0
Lil Wayne	R&B	2008	73.0
Beyoncé	R&B	2008	72.5
James Morrison	R&B	2008	70.0
Ice Cube	R&B	2008	60.0
Atmosphere	R&B	2008	56.0
DAY26	R&B	2008	54.0
Town Mountain	R&B	2008	52.0
Maxi Priest	R&B	2008	48.0
Luther Ingram	R&B	2008	47.0
Justin Bieber	R&B	2020	95.0
Future	R&B	2020	93.0
Mac Miller	R&B	2020	87.0
Khalid	R&B	2020	83.0
J Balvin	R&B	2020	82.0
Nicky Jam	R&B	2020	82.0
Selena Gomez	R&B	2020	81.0
Lil Tjay	R&B	2020	79.0
Shakira	R&B	2020	79.0
Halsey	R&B	2020	78.0
Colbie Caillat	R&B	2007	71.0
Mario	R&B	2007	69.0
J. Holiday	R&B	2007	67.0
Amy Winehouse	R&B	2007	65.0
Trey Songz	R&B	2007	62.0
R. Kelly	R&B	2007	60.0
Alicia Keys	R&B	2007	57.0
Marvin Sapp	R&B	2007	55.0
T-Pain	R&B	2007	54.0
Flying Lotus	R&B	2007	51.0
Whitney Houston	R&B	1998	67.0
Faith Evans	R&B	1998	63.0
Brandy	R&B	1998	61.6
OutKast	R&B	1998	60.0
Tyrese	R&B	1998	55.333333333333336
TQ	R&B	1998	53.0
Xscape	R&B	1998	51.0
112	R&B	1998	46.0
Monifah	R&B	1998	46.0
Club Nouveau	R&B	1998	45.0
Fugees	R&B	1996	74.0
Mark Morrison	R&B	1996	72.0
2Pac	R&B	1996	62.0
Total	R&B	1996	61.0
112	R&B	1996	60.0
Neneh Cherry	R&B	1996	58.0
Blackstreet	R&B	1996	57.0
Chaka Khan	R&B	1996	55.0
The Tony Rich Project	R&B	1996	53.0
Mint Condition	R&B	1996	51.0
TLC	R&B	1999	79.0
Destiny's Child	R&B	1999	72.25
Brian McKnight	R&B	1999	71.0
Macy Gray	R&B	1999	71.0
Santana	R&B	1999	66.0
Aaliyah	R&B	1999	59.0
Q-Tip	R&B	1999	59.0
Donell Jones	R&B	1999	57.333333333333336
Case	R&B	1999	57.0
Mos Def	R&B	1999	55.0
Mariah Carey	R&B	2009	67.0
Keri Hilson	R&B	2009	65.0
Bahamas	R&B	2009	63.0
Norah Jones	R&B	2009	59.0
The Jackson 5	R&B	2009	57.0
Noisettes	R&B	2009	56.0
Mumford & Sons	R&B	2009	54.0
Mayer Hawthorne	R&B	2009	51.0
Lee Fields & The Expressions	R&B	2009	50.0
Maxwell	R&B	2009	49.0
Snoop Dogg	R&B	1993	71.0
Tina Turner	R&B	1993	66.0
Wu-Tang Clan	R&B	1993	66.0
Brownstone	R&B	1993	62.0
Mariah Carey	R&B	1993	57.0
Minnie Riperton	R&B	1993	57.0
Janet Jackson	R&B	1993	53.75
Mint Condition	R&B	1993	53.0
Xscape	R&B	1993	51.0
Boyz II Men	R&B	1993	50.5
Mariah Carey	R&B	1995	70.66666666666667
Stephanie Mills	R&B	1995	62.0
Smif-N-Wessun	R&B	1995	58.0
Adina Howard	R&B	1995	56.0
Soul For Real	R&B	1995	55.5
Xscape	R&B	1995	55.0
Groove Theory	R&B	1995	54.0
Brandy	R&B	1995	51.0
Michael Jackson	R&B	1995	51.0
Monica	R&B	1995	46.5
Shanice	R&B	1991	59.0
Marky Mark And The Funky Bunch	R&B	1991	57.0
Mint Condition	R&B	1991	57.0
Christopher Williams	R&B	1991	55.0
James Brown	R&B	1991	53.333333333333336
Mariah Carey	R&B	1991	48.0
Keith Washington	R&B	1991	45.0
New Edition	R&B	1991	44.0
Guy	R&B	1991	35.0
Troop	R&B	1991	34.0
OutKast	R&B	2000	77.0
Toni Braxton	R&B	2000	65.0
Joe	R&B	2000	61.0
Beenie Man	R&B	2000	53.0
Mýa	R&B	2000	53.0
Aaron Neville	R&B	2000	52.0
Celia Cruz	R&B	2000	51.0
Snoop Dogg	R&B	2000	51.0
Carl Thomas	R&B	2000	50.57142857142857
Bow Wow	R&B	2000	47.0
Mariah Carey	R&B	1994	90.0
Sade	R&B	1994	66.0
Boyz II Men	R&B	1994	63.0
TLC	R&B	1994	62.4
Nas	R&B	1994	60.0
King Floyd	R&B	1994	59.0
Common	R&B	1994	56.0
Da Brat	R&B	1994	54.0
Warren G	R&B	1994	51.0
Brandy	R&B	1994	44.666666666666664
Ice Cube	R&B	1992	74.0
Kris Kross	R&B	1992	66.0
Pete Rock & C.L. Smooth	R&B	1992	60.0
En Vogue	R&B	1992	53.666666666666664
Jade	R&B	1992	50.0
Charles Brown	R&B	1992	46.0
SWV	R&B	1992	45.75
Silk	R&B	1992	42.5
Shai	R&B	1992	39.25
Babyface	R&B	1992	39.0
The Notorious B.I.G.	R&B	1997	72.0
K-Ci & JoJo	R&B	1997	70.0
Will Smith	R&B	1997	70.0
Buena Vista Social Club	R&B	1997	67.0
Usher	R&B	1997	64.33333333333333
Wu-Tang Clan	R&B	1997	63.0
Common	R&B	1997	60.0
En Vogue	R&B	1997	60.0
Jon B.	R&B	1997	60.0
Janet Jackson	R&B	1997	59.0
Fat Joe	R&B	2001	72.0
Mary J. Blige	R&B	2001	70.0
Missy Elliott	R&B	2001	70.0
Jagged Edge	R&B	2001	67.0
Eve	R&B	2001	66.5
Craig David	R&B	2001	62.5
Blu Cantrell	R&B	2001	60.0
Celia Cruz	R&B	2001	55.0
Tevin Campbell	R&B	2001	53.0
Usher	R&B	2001	52.666666666666664
John Mayer	R&B	2006	74.0
Cassie	R&B	2006	72.0
Akon	R&B	2006	70.0
Fantasia	R&B	2006	68.0
Bow Wow	R&B	2006	63.0
Omarion	R&B	2006	63.0
Corinne Bailey Rae	R&B	2006	62.0
Cat Power	R&B	2006	60.0
Damien Rice	R&B	2006	60.0
Estrella Morente	R&B	2006	51.0
Missy Elliott	R&B	2002	70.0
Ashanti	R&B	2002	66.0
Nivea	R&B	2002	64.0
Mario	R&B	2002	62.0
Busta Rhymes	R&B	2002	61.0
Cam’ron	R&B	2002	61.0
Tweet	R&B	2002	60.0
Tyrese	R&B	2002	60.0
Sean Paul	R&B	2002	59.5
Brandy	R&B	2002	57.0
50 Cent	R&B	2003	71.33333333333333
Alicia Keys	R&B	2003	69.5
John Mayer	R&B	2003	68.0
Monica	R&B	2003	67.0
Beyoncé	R&B	2003	66.0
Damien Rice	R&B	2003	63.5
Chingy	R&B	2003	62.666666666666664
Fabolous	R&B	2003	62.0
Juvenile	R&B	2003	62.0
Ginuwine	R&B	2003	61.0
Michael Bublé	R&B	2005	70.0
Keyshia Cole	R&B	2005	68.0
Bobby V.	R&B	2005	67.0
T-Pain	R&B	2005	67.0
Pretty Ricky	R&B	2005	66.0
The Pussycat Dolls	R&B	2005	66.0
Diddy	R&B	2005	64.0
Amerie	R&B	2005	59.0
112	R&B	2005	57.0
Amos Lee	R&B	2005	53.0
Donny Hathaway	R&B	1990	75.0
MC Hammer	R&B	1990	71.0
New Kids On The Block	R&B	1990	61.0
En Vogue	R&B	1990	58.0
Tony! Toni! Toné!	R&B	1990	58.0
Rob Base & DJ EZ Rock	R&B	1990	56.0
Black Box	R&B	1990	52.0
Whitney Houston	R&B	1990	49.5
Tony Terry	R&B	1990	49.0
Tracie Spencer	R&B	1990	47.0
Mario	R&B	2004	72.66666666666667
Ciara	R&B	2004	71.0
Gwen Stefani	R&B	2004	69.0
Diddy	R&B	2004	68.33333333333333
B2K	R&B	2004	65.0
Ray LaMontagne	R&B	2004	65.0
Destiny's Child	R&B	2004	62.0
MF DOOM	R&B	2004	60.0
Wu-Tang Clan	R&B	2004	60.0
Nelly	R&B	2004	59.0
Sade	R&B	1988	56.0
New Kids On The Block	R&B	1988	54.0
Surface	R&B	1988	50.0
Paula Abdul	R&B	1988	48.0
Karyn White	R&B	1988	45.0
New Edition	R&B	1988	43.2
Al B. Sure!	R&B	1988	41.8
Guy	R&B	1988	37.0
Kid 'N Play	R&B	1988	36.5
The Boys	R&B	1988	35.0
Sade	R&B	1984	61.0
Prince	R&B	1984	60.0
Minutemen	R&B	1984	53.0
Kiyotaka Sugiyama	R&B	1984	40.0
John Hartford	R&B	1984	29.0
オメガトライブ	R&B	1984	29.0
Prince	R&B	1982	58.5
Jeffrey Osborne	R&B	1982	57.0
The Gap Band	R&B	1982	56.0
George Clinton	R&B	1982	51.0
Kool & The Gang	R&B	1973	58.5
Tower Of Power	R&B	1973	52.0
Earth, Wind & Fire	R&B	1973	46.0
Stevie Wonder	R&B	1973	4.0
Electric Light Orchestra	R&B	1979	70.0
Johnny Kemp	R&B	1979	48.0
Kimiko Kasai	R&B	1979	28.5
The Whispers	R&B	1979	25.0
Commodores	R&B	1977	64.0
Iggy Pop	R&B	1977	37.0
Parliament	R&B	1977	12.0
Rush	R&B	1981	73.0
Rick James	R&B	1981	64.0
Akira Terao	R&B	1981	32.0
Dolly Parton	R&B	1974	74.0
Johnny Pacheco	R&B	1974	60.0
"Bobby ""Blue"" Bland"	R&B	1974	58.0
The Meters	R&B	1974	56.0
Average White Band	R&B	1974	53.0
Ann Peebles	R&B	1974	41.0
Funkadelic	R&B	1974	38.0
Billy Preston	R&B	1974	2.0
Ohio Players	R&B	1974	1.0
Rufus & Chaka Khan	R&B	1974	0.0
Joni Mitchell	R&B	1970	69.0
Van Morrison	R&B	1970	69.0
The Velvet Underground	R&B	1970	61.0
Charles Wright & The Watts 103rd Street Rhythm Band	R&B	1970	59.0
The Delfonics	R&B	1970	59.0
Sly & The Family Stone	R&B	1970	54.0
Buddy Miles	R&B	1970	0.0
Boston	R&B	1976	78.0
Tom Petty and the Heartbreakers	R&B	1976	73.0
Wild Cherry	R&B	1976	67.0
Boney M.	R&B	1976	64.0
Dorothy Moore	R&B	1976	51.0
Rose Royce	R&B	1976	50.0
The Brothers Johnson	R&B	1976	49.0
The Spinners	R&B	1976	47.0
Captain & Tennille	R&B	1976	0.0
Whitney Houston	R&B	1987	62.0
Atlantic Starr	R&B	1987	59.0
Alexander O'Neal	R&B	1987	53.0
The Whispers	R&B	1987	53.0
Prince	R&B	1987	50.333333333333336
The Deele	R&B	1987	49.0
The Five Satins	R&B	1987	48.0
Michael Jackson	R&B	1987	46.5
Keith Sweat	R&B	1987	42.5
Pebbles	R&B	1987	40.0
Frankie Valli	R&B	1978	63.0
Village People	R&B	1978	61.0
The Jacksons	R&B	1978	59.5
Peaches & Herb	R&B	1978	10.0
Dusty Springfield	R&B	1969	71.0
Marlena Shaw	R&B	1969	62.0
The Isley Brothers	R&B	1969	59.0
The Meters	R&B	1969	57.0
Chuck Berry	R&B	1986	79.0
Anita Baker	R&B	1986	61.0
Patti LaBelle	R&B	1986	51.0
Shirley Murdock	R&B	1986	45.0
El DeBarge	R&B	1986	42.0
Miki Howard	R&B	1986	40.0
Howard Hewett	R&B	1986	39.0
1986 Omega Tribe	R&B	1986	37.0
Janet Jackson	R&B	1986	26.0
Jeff Lorber	R&B	1986	22.0
Daryl Hall & John Oates	R&B	1980	77.0
Diana Ross	R&B	1980	65.5
The S.O.S Band	R&B	1980	58.0
The High School of Music & Art	R&B	1980	0.0
David Bowie	R&B	1983	65.0
オメガトライブ	R&B	1983	38.5
Tomoko Aran	R&B	1983	32.5
DeBarge	R&B	1985	64.0
Whitney Houston	R&B	1985	60.666666666666664
Freddie Jackson	R&B	1985	53.0
Force M.D.'s	R&B	1985	52.0
Ready For The World	R&B	1985	51.0
オメガトライブ	R&B	1985	38.333333333333336
Sade	R&B	1985	36.0
Masayoshi Takanaka	R&B	1985	24.0
Soul II Soul	R&B	1989	59.0
Michel'le	R&B	1989	50.0
Jane Child	R&B	1989	49.0
After 7	R&B	1989	45.5
Full Force	R&B	1989	40.0
Janet Jackson	R&B	1989	39.916666666666664
Babyface	R&B	1989	39.5
Bobby Brown	R&B	1989	39.0
Troop	R&B	1989	35.5
Big Daddy Kane	R&B	1989	33.0
Frankie Valli & The Four Seasons	R&B	1975	70.0
Earth, Wind & Fire	R&B	1975	61.0
Parliament	R&B	1975	61.0
Elvin Bishop	R&B	1975	60.0
War	R&B	1975	59.0
Labi Siffre	R&B	1975	53.0
Janis Ian	R&B	1975	5.0
Ohio Players	R&B	1975	4.0
The Foundations	R&B	1968	72.0
Clarence Carter	R&B	1968	48.0
Bill Withers	R&B	1971	76.0
Baby Huey & The Baby Sitters	R&B	1971	50.0
Harry Nilsson	R&B	1971	13.0
The Rolling Stones	R&B	1972	60.0
Betty Wright	R&B	1972	58.0
Curtis Mayfield	R&B	1972	54.5
T. Rex	R&B	1972	36.0
Jackie Wilson	R&B	1967	67.0
Frankie Valli	R&B	1967	65.0
Stevie Wonder	R&B	1967	59.0
Aretha Franklin	R&B	1967	54.0
Della Humphrey	R&B	1967	24.0
Percy Sledge	R&B	1966	66.0
Wilson Pickett	R&B	1966	61.0
The Supremes	R&B	1966	13.0
Bob Dylan	R&B	1965	71.0
Beny Moré	R&B	1965	40.0
The Impressions	R&B	1965	11.0
Aretha Franklin	R&B	1964	45.0
Darlene Love	R&B	1963	73.0
Booker T. & the M.G.'s	R&B	1962	64.0
Ray Charles	R&B	1957	59.0
Chavela Vargas	R&B	1961	47.0
Etta James	R&B	1960	20.0
Sam Cooke	R&B	1960	13.0
Ella Fitzgerald	R&B	1960	11.0
KAROL G	Edm	2019	98.0
Billie Eilish	Edm	2019	96.0
The Weeknd	Edm	2019	95.5
blackbear	Edm	2019	94.0
Anuel AA	Edm	2019	93.0
Bad Bunny	Edm	2019	93.0
DaBaby	Edm	2019	93.0
Selena Gomez	Edm	2019	93.0
Don Toliver	Edm	2019	92.0
Juice WRLD	Edm	2019	92.0
Trevor Daniel	Edm	2018	97.0
Juice WRLD	Edm	2018	92.0
Drake	Edm	2018	86.0
Pedro Capó	Edm	2018	86.0
Anne-Marie	Edm	2018	83.0
Dayvi	Edm	2018	83.0
Zedd	Edm	2018	82.0
Mark Ronson	Edm	2018	79.0
benny blanco	Edm	2018	79.0
Alan Walker	Edm	2018	78.0
Lauv	Edm	2017	83.0
Shawn Mendes	Edm	2017	82.5
Selena Gomez	Edm	2017	77.5
Hailee Steinfeld	Edm	2017	76.0
Justin Bieber	Edm	2017	76.0
Little Mix	Edm	2017	72.0
Meghan Trainor	Edm	2017	72.0
Axwell /\ Ingrosso	Edm	2017	71.0
Calvin Harris	Edm	2017	70.0
Lady Gaga	Edm	2017	70.0
Twenty One Pilots	Edm	2016	81.0
Lukas Graham	Edm	2016	79.0
Kungs	Edm	2016	78.0
Clean Bandit	Edm	2016	77.0
Bruno Mars	Edm	2016	76.0
Drake	Edm	2016	76.0
Coldplay	Edm	2016	71.0
DNCE	Edm	2016	70.0
Fifth Harmony	Edm	2016	70.0
James Arthur	Edm	2016	69.5
Aaron Smith	Edm	2014	84.0
Ed Sheeran	Edm	2014	83.5
Alex & Sierra	Edm	2014	79.0
George Ezra	Edm	2014	76.0
Hozier	Edm	2014	76.0
Sia	Edm	2014	75.5
Ariana Grande	Edm	2014	74.0
Taylor Swift	Edm	2014	69.33333333333333
Nicky Jam	Edm	2014	68.0
Tove Lo	Edm	2014	67.0
Imagine Dragons	Edm	2012	78.0
Carly Rae Jepsen	Edm	2012	76.0
Pitbull	Edm	2012	76.0
Macklemore & Ryan Lewis	Edm	2012	75.5
Alicia Keys	Edm	2012	75.0
fun.	Edm	2012	75.0
Nicki Minaj	Edm	2012	73.0
Justin Bieber	Edm	2012	72.0
Swedish House Mafia	Edm	2012	70.83333333333333
Flo Rida	Edm	2012	69.66666666666667
Twenty One Pilots	Edm	2015	82.0
Justin Bieber	Edm	2015	80.66666666666667
Little Mix	Edm	2015	77.0
Joel Adams	Edm	2015	76.0
OMI	Edm	2015	76.0
Fifth Harmony	Edm	2015	74.0
Adele	Edm	2015	71.0
Charlie Puth	Edm	2015	70.0
Meghan Trainor	Edm	2015	69.0
Alessia Cara	Edm	2015	68.5
John Legend	Edm	2013	85.0
Justin Timberlake	Edm	2013	77.0
Miley Cyrus	Edm	2013	76.0
Katy Perry	Edm	2013	75.33333333333333
Kanye West	Edm	2013	75.0
DJ Snake	Edm	2013	72.0
Selena Gomez	Edm	2013	69.0
Fall Out Boy	Edm	2013	68.0
Jason Derulo	Edm	2013	67.0
Little Mix	Edm	2013	67.0
Gotye	Edm	2011	77.0
Eiffel 65	Edm	2011	73.0
Kelly Clarkson	Edm	2011	73.0
Lykke Li	Edm	2011	72.0
Pitbull	Edm	2011	71.5
Swedish House Mafia	Edm	2011	67.0
Demi Lovato	Edm	2011	66.0
Meek Mill	Edm	2011	65.0
Florence + The Machine	Edm	2011	64.0
Flo Rida	Edm	2011	59.0
Eminem	Edm	2010	82.0
Bruno Mars	Edm	2010	75.0
Taio Cruz	Edm	2010	74.0
Lady Antebellum	Edm	2010	73.0
Rihanna	Edm	2010	72.0
Usher	Edm	2010	72.0
B.o.B	Edm	2010	68.0
CeeLo Green	Edm	2010	64.0
DJ Khaled	Edm	2010	62.0
Swedish House Mafia	Edm	2010	53.5
Eric Prydz	Edm	2008	65.0
Rihanna	Edm	2008	61.5
Caravan Palace	Edm	2008	51.0
Mark Knight	Edm	2008	51.0
Chicane	Edm	2008	44.0
Lady Gaga	Edm	2008	42.0
Remady	Edm	2008	41.0
Katy Perry	Edm	2008	37.0
Big Ali	Edm	2008	31.0
David Guetta	Edm	2008	24.0
Justin Bieber	Edm	2020	95.0
Future	Edm	2020	93.0
Mac Miller	Edm	2020	87.0
Selena Gomez	Edm	2020	84.0
Khalid	Edm	2020	83.0
Shakira	Edm	2020	79.0
Halsey	Edm	2020	78.0
Robin Schulz	Edm	2020	74.0
Alicia Keys	Edm	2020	73.0
Sam Feldt	Edm	2020	70.0
Alicia Keys	Edm	2007	79.0
Leona Lewis	Edm	2007	73.5
Godsmack	Edm	2007	52.0
Kormac	Edm	2007	39.0
David Guetta	Edm	2007	22.25
Heiko & Maiko	Edm	2007	21.0
Erick Decks	Edm	2007	18.0
Avril Lavigne	Edm	2007	11.0
Klaas	Edm	2007	8.0
The Shapeshifters	Edm	2007	6.0
Soulsearcher	Edm	1998	52.0
LL Cool J	Edm	1996	42.0
Darude	Edm	1999	57.0
Mr. Scruff	Edm	1999	47.5
Paloma Faith	Edm	2009	58.0
Gramatik	Edm	2009	55.0
Medina	Edm	2009	47.0
[dunkelbunt]	Edm	2009	47.0
Nekta	Edm	2009	44.0
Benny Berigan	Edm	2009	41.0
The Black Eyed Peas	Edm	2009	41.0
Lady Gaga	Edm	2009	38.333333333333336
Mark Knight	Edm	2009	35.0
Timeless Legend	Edm	2009	32.0
Skip Mahoney	Edm	1993	31.0
general base	Edm	1995	33.0
Cuba Trinidad	Edm	1991	15.0
*NSYNC	Edm	2000	71.0
Cypress Hill	Edm	2000	60.0
Moodymann	Edm	2000	48.0
Barcode Brothers	Edm	2000	46.0
Gino Soccio	Edm	1994	33.0
Daft Punk	Edm	2001	74.0
Groove Armada	Edm	2001	61.0
The Ones	Edm	2001	0.0
Ne-Yo	Edm	2006	77.0
Fish Go Deep	Edm	2006	49.0
Akcent	Edm	2006	40.0
The Egg	Edm	2006	39.0
Chris Lake	Edm	2006	33.0
The Shapeshifters	Edm	2006	29.0
X Dream	Edm	2006	12.0
Mylo	Edm	2006	7.0
Klaas	Edm	2006	5.0
Bill Conti	Edm	2006	4.0
Eminem	Edm	2002	83.0
Gabin	Edm	2002	48.0
Oscar G & Ralph Falcon	Edm	2002	34.0
DJs@Work	Edm	2002	25.0
Linkin Park	Edm	2003	69.0
Daft Punk	Edm	2003	52.0
Eric Prydz	Edm	2003	31.0
David Guetta	Edm	2003	0.0
Salif Keita	Edm	2003	0.0
